tier,period,specification,variable,horizon,response,lower,upper
monthly,extended,restricted,other_pct,24,-0.005673045911520238,-0.02948720106968568,0.010674496105330758
monthly,extended,restricted,other_pct,40,-0.0003484288635989034,-0.013659390077167757,0.009571390358908858
monthly,extended,restricted,direct_pct,0,0.022849653073632712,0.022849653073632712,0.022849653073632712
monthly,extended,restricted,direct_pct,1,-0.025607857262855166,-0.05792795156332708,0.005282739924170742
monthly,extended,restricted,direct_pct,3,-0.0015510637063076511,-0.029482072522199736,0.02544272436204765
monthly,extended,restricted,direct_pct,6,0.003410658139831906,-0.011290917781745355,0.019511499241602042
monthly,extended,restricted,direct_pct,12,-0.002531374491347793,-0.00794256702499652,0.00270882571981927
monthly,extended,restricted,direct_pct,24,-0.0029039137861080976,-0.005181308105229045,0.00018944999517670575
monthly,extended,restricted,direct_pct,40,-0.003121400578052984,-0.004921929815003993,-0.0010585130799970798
monthly,extended,unrestricted,risk_off,0,0.09867701379336434,0.09055248404780693,0.10675703534964076
monthly,extended,unrestricted,risk_off,1,0.033939314110985205,0.018346760859652752,0.042349519839054585
monthly,extended,unrestricted,risk_off,3,-0.004663413884677564,-0.01828732094312132,0.006300421589530533
monthly,extended,unrestricted,risk_off,6,0.0026277856083777636,-0.004471165556660905,0.007961867107052626
monthly,extended,unrestricted,risk_off,12,0.00040862131107738923,-0.0035906243850980304,0.0024364601590358753
monthly,extended,unrestricted,risk_off,24,-1.3737179503084523e-05,-0.0019999671725646102,0.0010800238841293846
monthly,extended,unrestricted,risk_off,40,-0.00022685031390922298,-0.001199451296089512,0.00045271142611620933
monthly,extended,unrestricted,log_wui,0,0.005073648517268951,-0.006888321676598533,0.017852902527861234
monthly,extended,unrestricted,log_wui,1,0.004282145332246589,-0.026416279303845217,0.0340632364793014
monthly,extended,unrestricted,log_wui,3,-0.0019579556653498186,-0.06461406909203267,0.05858534941859458
monthly,extended,unrestricted,log_wui,6,-0.011062429502289183,-0.06267715823864443,0.04102217564959457
monthly,extended,unrestricted,log_wui,12,0.0019785314925437046,-0.03641172898503914,0.03467351725516039
monthly,extended,unrestricted,log_wui,24,-0.0014480807711808475,-0.024961760115702072,0.018442344636335112
monthly,extended,unrestricted,log_wui,40,-0.0015702030193244813,-0.014776382889691677,0.011393377993313273
monthly,extended,unrestricted,spread,0,0.010345896847600981,-0.008885172386686844,0.02870228343286408
monthly,extended,unrestricted,spread,1,0.0481412927565255,0.017859286995928533,0.0733010246557336
monthly,extended,unrestricted,spread,3,0.06741993010610998,0.02158741466152894,0.10415437866647483
monthly,extended,unrestricted,spread,6,0.06991817053595481,0.02275262666476488,0.10489473270652999
monthly,extended,unrestricted,spread,12,0.057424060683220715,0.0071205359943016565,0.08428461031741344
monthly,extended,unrestricted,spread,24,0.038454093739149445,-0.010999105782729755,0.05748350498070044
monthly,extended,unrestricted,spread,40,0.020510260716066438,-0.016043940299961375,0.03289402988708375
monthly,extended,unrestricted,log_rgdp,0,-0.00010879074272197834,-0.0003324774032715741,0.00010572139651689927
monthly,extended,unrestricted,log_rgdp,1,-0.00027234468583085277,-0.0008462594024379413,0.0002802456063976014
monthly,extended,unrestricted,log_rgdp,3,-0.00038738120607193036,-0.00157918255883807,0.0008503291181185009
monthly,extended,unrestricted,log_rgdp,6,-0.0008659275957227739,-0.0020817451536714326,0.00031583518539441904
monthly,extended,unrestricted,log_rgdp,12,-0.0005016740268285723,-0.0013665033024887988,0.0005826708835112369
monthly,extended,unrestricted,log_rgdp,24,-0.000369954665425197,-0.001106200677546045,0.0005886596808089629
monthly,extended,unrestricted,log_rgdp,40,-0.00014043277719154114,-0.0006768051611867697,0.0005497631609910285
monthly,extended,unrestricted,log_reer,0,0.0032153764710375465,0.0006532603772044022,0.0054121658265109856
monthly,extended,unrestricted,log_reer,1,0.00477584046969222,0.0009742546998838079,0.008098559924212342
monthly,extended,unrestricted,log_reer,3,0.003983275362549078,-0.0013742503472763039,0.008864220257128201
monthly,extended,unrestricted,log_reer,6,0.004682950298163389,-0.0008007393754197875,0.00983611341885294
monthly,extended,unrestricted,log_reer,12,0.004264040726251789,-0.0014977252755926699,0.008769854770253858
monthly,extended,unrestricted,log_reer,24,0.003192987320115681,-0.002309322012649545,0.005916654797698882
monthly,extended,unrestricted,log_reer,40,0.001989847414477075,-0.001839447484435578,0.0037371471338804693
monthly,extended,unrestricted,log_nikkei,0,-0.017221600048443596,-0.022791298148308166,-0.011817039458666865
monthly,extended,unrestricted,log_nikkei,1,-0.019189393436134898,-0.027219189759475022,-0.010629384602568803
monthly,extended,unrestricted,log_nikkei,3,-0.020989626605748844,-0.03136396839187936,-0.007690020054265223
monthly,extended,unrestricted,log_nikkei,6,-0.02446390444813626,-0.035152517901697315,-0.00850835026740131
monthly,extended,unrestricted,log_nikkei,12,-0.023747490874717808,-0.03326031648292918,-0.004579086347064622
monthly,extended,unrestricted,log_nikkei,24,-0.018458223187705264,-0.024332642016375083,0.0022552281201902655
monthly,extended,unrestricted,log_nikkei,40,-0.01283485504347391,-0.016132785217820748,0.0031351471586257636
monthly,extended,unrestricted,debtsec_pct,0,-0.11656813798671731,-0.33049652825147396,0.08603482581180656
monthly,extended,unrestricted,debtsec_pct,1,-0.16154989107437268,-0.36850901865723057,0.07441184430723545
monthly,extended,unrestricted,debtsec_pct,3,0.3206423975198234,0.11909825969270635,0.5489741537752316
monthly,extended,unrestricted,debtsec_pct,6,0.06248215046366581,-0.037047301732220386,0.1609274447799615
monthly,extended,unrestricted,debtsec_pct,12,-0.009190777317569754,-0.05578126262179852,0.03723403282534419
monthly,extended,unrestricted,debtsec_pct,24,-0.013918801310109977,-0.04427275271546065,0.024935749478725497
monthly,extended,unrestricted,debtsec_pct,40,-0.01376787304818678,-0.0322668682645979,0.01659050650780539
monthly,extended,unrestricted,equity_pct,0,-0.14598157758333408,-0.24614512415636028,-0.059413969439003074
monthly,extended,unrestricted,equity_pct,1,-0.04177745468898632,-0.1337527329946761,0.05564714533448228
monthly,extended,unrestricted,equity_pct,3,-0.09110586871396796,-0.17480915915365833,0.0018891934046141744
monthly,extended,unrestricted,equity_pct,6,-0.04847058719688917,-0.08563321476721679,0.0023871778268205585
monthly,extended,unrestricted,equity_pct,12,-0.0061285940221803385,-0.020459312260519842,0.026706204508265392
monthly,extended,unrestricted,equity_pct,24,-0.0008406589588369773,-0.008704056423836913,0.016144728398337575
monthly,extended,unrestricted,equity_pct,40,-0.00017143680679392693,-0.00475384440595272,0.007649397007255637
monthly,extended,unrestricted,other_pct,0,0.06690842528782989,-0.3020862182280578,0.4201047235947199
monthly,extended,unrestricted,other_pct,1,-0.007914065993862962,-0.3858351769495695,0.33053924210476743
monthly,extended,unrestricted,other_pct,3,-0.24262567078229003,-0.587934138665058,0.08731295971872219
monthly,extended,unrestricted,other_pct,6,-0.008818101418648252,-0.17307341594701406,0.14615127580160847
monthly,extended,unrestricted,other_pct,12,0.007261723535191544,-0.044585313709860394,0.06001943617473726
monthly,extended,unrestricted,other_pct,24,0.0007984850798536448,-0.02187765409429528,0.025421958117222795
monthly,extended,unrestricted,other_pct,40,0.00399104134463012,-0.010485879090653386,0.017942077672643445
monthly,extended,unrestricted,direct_pct,0,0.027008227026891204,-0.0062069347089805105,0.057791976507886776
monthly,extended,unrestricted,direct_pct,1,-0.027589228432725245,-0.06311768351347125,0.004595165225477581
monthly,extended,unrestricted,direct_pct,3,-0.0016359511581286047,-0.03383993561929842,0.029008007027395227
monthly,extended,unrestricted,direct_pct,6,0.0031222797856532754,-0.012854610111152437,0.023349204656283484
monthly,extended,unrestricted,direct_pct,12,-0.003871866575372758,-0.010329760806088297,0.002136591154781016
monthly,extended,unrestricted,direct_pct,24,-0.002940443708573566,-0.005854347913682602,0.0011532786088301217
monthly,extended,unrestricted,direct_pct,40,-0.002640045894166385,-0.004409067883677427,0.0010091494757392555
